Channels,Channels 26-256
26,11416.157918999997
27,11424.737153999999
28,11501.738518
29,11272.47931
30,11001.013538
31,10819.922365999999
32,10253.197255
33,9837.747963
34,9278.048753
35,8981.789077
36,8604.054644
37,8200.174116
38,7940.439300999999
39,7487.567126999999
40,7245.947228
41,6902.150412999999
42,6452.0563059999995
43,5948.8952309999995
44,5221.268948999999
45,4556.82084
46,4090.0968439999997
47,3671.205016
48,3378.3481999999995
49,3086.9538839999996
50,2869.8492829999996
51,2639.074528
52,2562.839512
53,2587.727302
54,2917.2394889999996
55,3250.4892409999998
56,3766.7907259999997
57,4055.9008209999997
58,4397.479832999999
59,4679.165955999999
60,5066.156301
61,6399.102261999999
62,8860.171648
63,12864.221803999999
64,17875.072696
65,22532.309434
66,25901.782933000002
67,25957.800479999998
68,22052.128635
69,16758.789374
70,12072.765088
71,8923.255935
72,7415.578345
73,6600.894429999999
74,5533.399722
75,4356.262124
76,3081.129026
77,2112.177874
78,1519.986397
79,1168.267549
80,1044.288147
81,982.3121799999999
82,1038.549182
83,1012.831678
84,991.5967229999999
85,1033.988007
86,997.579559
87,1017.8683869999999
88,1041.684481
89,1037.3397089999999
90,1094.839231
91,1023.35011
92,972.275386
93,1003.3807270000001
94,1023.256224
95,1052.146814
96,1011.1271959999999
97,986.1333119999998
98,1002.4346
99,1025.480131
100,1023.3062189999999
101,994.6003489999999
102,1066.4589099999998
103,1071.62424
104,1063.013322
105,1030.238234
106,1004.33601
107,1070.90062
108,1074.0237109999998
109,1073.437868
110,1043.732824
111,1063.9247139999998
112,1097.022299
113,1084.8432759999998
114,1112.919412
115,1119.3911529999998
116,1155.3893219999998
117,1158.1521289999998
118,1165.7108259999998
119,1106.804903
120,1094.4442119999999
121,1116.44973
122,1195.14642
123,1152.852074
124,1208.1398969999998
125,1159.420753
126,1136.688563
127,1169.563641
128,1146.51811
129,1127.591792
130,1076.153732
131,1011.455797
132,941.680314
133,852.3896179999999
134,741.867019
135,668.019266
136,611.2433639999999
137,554.8685849999999
138,471.68934599999994
139,420.392115
140,407.213918
141,366.329025
142,335.26757499999997
143,321.910762
144,307.012823
145,360.167573
146,371.80769599999996
147,420.48294899999996
148,487.54256799999996
149,561.211705
150,624.196002
151,698.17848
152,829.848252
153,1014.218604
154,1202.576496
155,1524.9127969999997
156,1900.4069
157,2290.166156
158,2760.7429669999997
159,3201.5269519999997
160,3418.3182119999997
161,3471.930184
162,3349.952182
163,3016.4768710000003
164,2668.100569
165,2230.806063
166,1763.0828929999998
167,1468.277724
168,1102.6540069999999
169,846.512876
170,611.8822539999999
171,466.71789199999995
172,344.558222
173,259.389791
174,215.42569799999998
175,138.492641
176,119.11215299999998
177,120.42771999999998
178,103.03642399999998
179,90.581847
180,124.271379
181,119.920503
182,118.47326299999999
183,89.40100499999998
184,98.04665799999998
185,92.48020499999998
186,86.096246
187,118.79575999999997
188,133.10480399999997
189,108.11092
190,95.79717199999999
191,111.05844699999997
192,95.30216299999998
193,108.120076
194,99.111087
195,92.67713299999998
196,84.936768
197,73.25580599999999
198,73.844701
199,73.89164399999999
200,67.64240999999998
201,58.179251
202,57.183129
203,57.862857999999996
204,36.308458
205,31.193122999999993
206,28.975319999999996
207,31.193122999999993
208,33.18536699999999
209,30.651170999999998
210,23.089422
211,23.631373999999994
212,28.658927
213,22.907753999999997
214,29.335604
215,33.094533
216,35.85734
217,22.998587999999998
218,30.375617
219,41.154343
220,46.723848
221,49.214152999999996
222,65.92266799999999
223,75.294993
224,83.987589
225,94.991874
226,100.37971099999999
227,99.699982
228,97.074952
229,96.893284
230,95.715494
231,78.23946799999999
232,71.764675
233,60.898167
234,38.710981
235,36.31151
236,32.734249
237,16.389069999999997
238,13.673205999999999
239,16.163511
240,6.925910999999999
241,6.020622999999999
242,11.771796
243,7.6964739999999985
244,5.704229999999999
245,3.4394839999999984
246,3.9375449999999983
247,-4.892828
248,2.217802999999999
249,3.7119859999999996
250,4.798942
251,5.613395999999999
252,2.8066979999999995
253,-0.7266720000000007
254,7.198412999999999
255,3.80282
256,5.115334999999999
