Channels,Channels 26-256
26,1050.7136722748837
27,1132.587617565909
28,1068.9397670274182
29,990.4837526231122
30,910.9140275025711
31,1008.4180423384703
32,926.0571096059625
33,906.2164550529519
34,962.8788714555055
35,926.0794303422244
36,951.9548334537526
37,833.4057929678343
38,807.8350879669578
39,678.3862673541149
40,719.3011991147856
41,623.7863101066494
42,629.126964315186
43,623.4504232997896
44,520.7395278365274
45,615.3686055010664
46,563.9224973886617
47,646.2661030677205
48,537.0300061937685
49,561.5266482681205
50,529.5887733125566
51,553.5890002826404
52,588.4285671257996
53,470.47353294630284
54,499.25755876680597
55,541.6523081774958
56,456.4233690950072
57,471.58031284115805
58,465.6456523262
59,521.2582636770575
60,422.04306640781215
61,380.85268809413077
62,322.8511584441117
63,279.07418258555606
64,258.53943368256444
65,214.73223769708437
66,200.30653924921847
67,225.15889202528558
68,177.8327085402437
69,153.00364506972156
70,109.66610947227497
71,160.05201630091443
72,140.9262485620234
73,195.71695423382218
74,204.2718978312688
75,283.801006592816
76,219.04984157015977
77,270.1402389808496
78,361.59910902616195
79,372.468669026162
80,502.1255651167869
81,668.2658394086886
82,1097.3899940160245
83,1487.3802672126706
84,1892.8831948571824
85,2227.1062906576585
86,2284.2522290910047
87,2094.044356753791
88,1737.135889355868
89,1227.0097391583454
90,982.980702052324
91,704.0447270279149
92,536.931446422332
93,490.04123778770924
94,365.2355116227322
95,362.64891407785797
96,281.29467319664616
97,129.92887723294575
98,102.28185143422245
99,49.45698228464167
100,7.531893261985459
101,7.766723456002225
102,11.497251844035759
103,17.87135262010284
104,0.892742164977065
105,4.562830299161533
106,-9.33276750682171
107,32.76671145600223
108,18.723478426086075
109,36.37982474702737
110,-5.3976290516959295
111,-8.276031633746243
112,9.79300023206929
113,-3.428327118788161
114,19.427969008136373
115,7.471453008136379
116,10.232440493178302
117,22.219176620102843
118,-0.2848742157965489
119,13.758358814119603
120,6.119446687195065
121,1.3891572692453735
122,24.980164105144752
123,0.8020817842034518
124,4.032729657278907
125,-4.575723372637242
126,-14.358327372637234
127,-13.066761305545015
128,7.763258045312455
129,7.763258045312455
130,-13.41900659657017
131,17.66327714232083
132,-2.4320314995617736
133,-8.101641693578543
134,3.267798821379529
135,10.524245530354378
136,7.937647985480147
137,-7.044905820503082
138,-11.24509459657017
139,0.7114214034298385
140,-8.953767499561778
141,0.3591761124046826
142,-19.26647214144439
143,2.180842821379528
144,-19.736132529477935
145,-14.740792790586923
146,0.3591761124046826
147,17.31103185129568
148,6.733276888471764
149,0.5335660525723753
150,25.711409403429833
151,20.893925015396306
152,2.7074780525723767
153,-10.101163753410852
154,-9.014207753410851
155,-14.71403807435216
156,-5.4010944623857
157,5.938125925647839
158,11.637956246589148
159,4.851169925647838
160,-16.94839032820124
161,8.34686811966461
162,10.990440507698153
163,-2.935377425209616
164,-16.800755104268312
165,-0.9660754923018473
166,1.5600817987233029
167,16.80768592564784
168,12.225031731631073
169,-6.0486102012766985
170,12.959742440605922
171,0.3859308286394594
172,4.733754828639455
173,-12.717981425209619
174,-2.5529120072599234
175,-3.8142579474276204
176,-10.218578850419235
177,-14.009547492301849
178,-12.01002543246954
179,-11.362509693578545
180,5.206880627362764
181,4.41519507522861
182,9.967390172236989
183,4.562830299161533
184,-12.00656002177979
185,-8.893327245712698
186,-5.8672894397294755
187,22.011101142320832
188,13.754893403429833
189,-6.722880656402467
190,5.733515858555613
191,10.66841534359753
192,-6.54849071623477
193,15.573094701714918
194,10.342924768807151
195,-4.139748522218003
196,-8.048132261109
197,3.938603865815537
198,1.1473962538490774
199,6.6995913508574585
200,-2.3785220670922325
201,1.499641544874228
202,3.438723350857458
203,-1.174150970083847
204,-3.935138455125772
205,-1.5263962611090012
206,-4.082773679058692
207,-7.343641679058693
208,-4.435018970083847
209,0.03022012692453835
210,0.8823459329077679
211,-11.339220388033539
212,-2.8784025820503087
213,-0.32202516410061754
214,-11.691465679058695
215,-2.613352261109002
216,-3.230647873075462
217,-3.1132327760670773
218,-11.309000261109002
219,-0.5568553581173852
220,2.469182447865844
221,-3.3480629700838485
222,5.730050447865844
223,-0.20461006709223106
224,-8.31318258205031
225,0.14763522393292217
226,-1.9088616790586928
227,2.704012641882615
228,2.204132126924538
229,2.9388428358993828
230,-2.1436918730754613
231,1.3520063209413076
232,1.3520063209413076
233,-0.4696603880335388
234,-1.791446582050309
235,0.26505032094130687
236,0.14763522393292217
237,2.204132126924538
238,3.525918320941307
239,4.495459223932922
240,-1.6740314850419242
241,0.3824654179496916
242,6.551956126924539
243,7.4040819329077685
244,5.465000126924538
245,-4.58265419401677
246,2.204132126924538
247,-5.052314582050308
248,0.617295611966461
249,0.617295611966461
250,4.612874320941307
251,-0.4696603880335388
252,2.6737925149580763
253,-3.847943485041924
254,1.586836514958076
255,1.7042516119664612
256,4.3780441269245385
