Channels,Channels 26-256
26,664.2183919999998
27,781.0009599999998
28,681.8704719999998
29,666.26172
30,665.392112
31,607.261636
32,713.4789839999999
33,670.0441559999999
34,676.6962719999999
35,711.652716
36,693.6091959999999
37,615.130932
38,623.478708
39,571.8265319999999
40,619.3047359999999
41,550.65256
42,505.04383199999995
43,534.174236
44,479.78293999999994
45,433.087268
46,398.478564
47,456.60895600000003
48,359.565472
49,356.782832
50,336.261084
51,288.95671999999996
52,402.217564
53,272.434984
54,314.391464
55,335.9132
56,340.826256
57,326.434936
58,288.34798
59,326.478396
60,252.52188
61,216.174056
62,272.608812
63,238.217504
64,121.65229599999998
65,170.956636
66,132.043592
67,152.65227199999998
68,101.478384
69,122.913152
70,151.565316
71,95.260964
72,114.739228
73,182.260952
74,150.82619599999998
75,144.00009599999998
76,110.00010799999998
77,154.217492
78,178.174008
79,192.043568
80,196.695756
81,332.826172
82,508.260952
83,726.4348640000001
84,930.608776
85,1197.00006
86,1351.521808
87,1329.826148
88,1081.739192
89,839.347884
90,577.1305
91,408.782664
92,304.521796
93,240.26092799999998
94,251.739192
95,197.695708
96,187.47831200000002
97,158.391356
98,131.73917999999998
99,74.391356
100,32.217444
101,17.391356000000002
102,17.000047999999992
103,3.1304760000000016
104,-2.3912480000000045
105,2.6087399999999974
106,-13.34777600000001
107,17.391344000000004
108,-1.956479999999999
109,23.913079999999994
110,8.130476000000002
111,13.434827999999996
112,7.173959999999994
113,-5.565172000000004
114,4.565255999999991
115,5.608739999999997
116,12.217432000000002
117,15.478300000000004
118,-6.391260000000003
119,2.956564
120,-3.956479999999999
121,-11.869523999999998
122,21.086991999999995
123,-20.304304000000002
124,4.652211999999992
125,-3.2608320000000077
126,-16.043436
127,0.9130799999999937
128,-2.7390960000000035
129,-9.739096000000004
130,-28.34778800000001
131,15.130463999999996
132,0.6087279999999993
133,-15.999964000000006
134,3.5217719999999986
135,8.869596000000001
136,16.826111999999995
137,1.7826400000000007
138,-4.173876000000007
139,-6.217359999999999
140,4.086991999999995
141,-4.478228000000001
142,-4.652140000000003
143,2.434815999999998
144,17.000035999999994
145,-30.608655999999996
146,-14.478228000000001
147,-7.130403999999999
148,-6.347799999999999
149,19.086979999999997
150,5.782627999999995
151,5.086979999999997
152,-5.739108000000002
153,-4.6086680000000015
154,0.47828799999999916
155,-6.434756
156,-1.9999760000000038
157,8.217407999999999
158,9.130451999999998
159,-2.8695480000000018
160,4.782627999999995
161,11.565231999999998
162,20.086968
163,12.8261
164,-16.826064000000002
165,10.130451999999998
166,-6.434768000000002
167,11.086967999999999
168,0.5652319999999982
169,-5.043460000000003
170,7.39132
171,-8.304327999999998
172,3.0434959999999975
173,0.04349599999999754
174,0.39132000000000033
175,-17.260844
176,-18.695624000000002
177,-6.913020000000003
178,-7.304316
179,-23.260832000000008
180,6.521771999999999
181,0.2174320000000023
182,-3.2608320000000077
183,-2.3912600000000026
184,-19.17386400000001
185,-2.304304000000002
186,-16.217348
187,25.478288
188,4.826111999999995
189,1.7391560000000013
190,-6.652152000000001
191,-0.8695480000000018
192,-1.6956360000000004
193,8.608704
194,12.043484
195,-4.347812000000001
196,-3.652163999999999
197,1.6087039999999995
198,5.69566
199,4.217395999999999
200,4.956527999999999
201,0.9565279999999987
202,-4.043472000000001
203,8.13044
204,-5.478252000000001
205,-4.130428
206,-2.86956
207,-4.130428
208,3.869572
209,2.3043519999999997
210,2.217395999999999
211,-4.217384000000001
212,-0.6956480000000003
213,-0.9565160000000006
214,-11.478252000000001
215,-5.217384000000001
216,-0.9565160000000006
217,1.1304400000000001
218,-7.913032000000001
219,-7.130428
220,-0.04347200000000129
221,-2.0434720000000013
222,0.21739599999999903
223,4.13044
224,-5.130428
225,-0.6086920000000005
226,0.30435199999999973
227,-3.86956
228,2.4782639999999994
229,-3.6956480000000003
230,-5.86956
231,0.5652200000000001
232,3.56522
233,0.6521759999999999
234,-6.6086920000000005
235,2.4782639999999994
236,-0.6086920000000005
237,1.4782639999999994
238,6.739132
239,4.739132
240,2.4782639999999994
241,-1.43478
242,3.826088
243,0.7391319999999997
244,1.7391319999999997
245,-5.521736000000001
246,1.4782639999999994
247,-3.86956
248,1.7391319999999997
249,0.7391319999999997
250,3.826088
251,-0.34782400000000013
252,1.826088
253,-4.695648
254,0.7391319999999997
255,4.826088
256,0.6521759999999999
